,text,primary_emotion,secondary_emotions,meta_emotions,sentiment,interaction_style,intensity,context,clean_text
796,"My friend forgot my birthday, and I feel kind of hurt. But I also know they’ve been super stressed lately, so I’m choosing to let it slide this time. 🎂",Hurt,"['Empathy', 'Understanding']","['Reflection on relational dynamics', 'Commitment to offering grace']",Negative,Supportive,7,Friendship,friend forgot birthday feel kind hurt also know super stressed lately choosing let slide time
797,"Finally hit my fitness goal today! I’m so proud of myself for sticking with it, even on the days it felt impossible. 💪",Pride,"['Gratitude', 'Relief']","['Reflection on persistence', 'Commitment to long-term success']",Positive,Empowering,9,Health,finally hit fitness goal today ! proud sticking even day felt impossible
798,"Found an old letter my grandpa wrote me years ago. It made me cry, but it also reminded me how much love he poured into our family. 🕰️",Nostalgia,"['Gratitude', 'Sadness']","['Reflection on family bonds', 'Commitment to honoring memories']",Mixed,Reflective,8,Family,found old letter grandpa wrote year ago made cry also reminded much love poured family
799,"Had to say goodbye to our family dog today after 12 amazing years. My heart hurts, but I’m grateful for all the love and memories they gave us. 🐕💔",Grief,"['Gratitude', 'Reflection']","['Awareness of impermanence', 'Commitment to cherishing moments']",Mixed,Supportive,9,Family,say goodbye family dog today 12 amazing year heart hurt grateful love memory gave u
800,"Watched a documentary on ocean pollution, and I feel so guilty about how much plastic I’ve been using. Time to make some changes. 🌊",Guilt,"['Determination', 'Empathy']","['Reflection on environmental responsibility', 'Commitment to taking action']",Negative,Activating,8,Global Issues,watched documentary ocean pollution feel guilty much plastic using time make change
801,"Posted my artwork online for the first time, and I’m so nervous about how people will react. But I’m also proud of myself for putting it out there. 🎨",Pride,"['Nervousness', 'Gratitude']","['Reflection on courage', 'Commitment to creative growth']",Positive,Encouraging,8,Creativity,posted artwork online first time nervous people react also proud putting
802,Caught the most stunning rainbow after a heavy rain today. It felt like the universe reminding me that beauty always follows the storm. 🌈,Serenity,"['Gratitude', 'Reflection']","['Reflection on resilience', 'Commitment to finding positivity']",Positive,Reverent,7,Nature,caught stunning rainbow heavy rain today felt like universe reminding beauty always follows storm
803,"Missed a job interview today because I got stuck in traffic. I feel so frustrated with myself, but I’ve emailed them asking if there’s any chance to reschedule. Fingers crossed. 🚗",Frustration,"['Regret', 'Hope']","['Reflection on persistence', 'Commitment to staying proactive']",Negative,Encouraging,8,Career,missed job interview today got stuck traffic feel frustrated emailed asking chance reschedule finger crossed
804,"Saw a friend post a throwback to their trip to Paris, and I felt so happy for them! But it also made me realize how much I miss traveling myself. ✈️",Joy,"['Longing', 'Inspiration']","['Reflection on personal aspirations', 'Commitment to future adventures']",Ambiguous,Supportive,6,Social Media,saw friend post throwback trip paris felt happy ! also made realize much miss traveling
805,"Dropped my laptop at the coffee shop today. For a moment, I thought it was broken, but it still works! My heart stopped for a second, but now I’m just grateful. ☕💻",Relief,"['Panic', 'Gratitude']","['Reflection on appreciating the little things', 'Commitment to being more careful']",Positive,Reassuring,7,Everyday Life,dropped laptop coffee shop today moment thought broken still work ! heart stopped second grateful
806,"Found out today that my best friend didn’t invite me to their wedding. I feel hurt and confused, but maybe I need to talk to them before jumping to conclusions. 🤔",Hurt,"['Confusion', 'Reflection']","['Commitment to understanding', 'Reflection on relational dynamics']",Negative,Supportive,8,Friendship,found today best friend invite wedding feel hurt confused maybe need talk jumping conclusion
807,"Stopped by the animal shelter today and donated some blankets. Seeing the little tails wagging made my day, but it also reminded me how much help these places need. 🐾",Gratitude,"['Empathy', 'Joy']","['Reflection on small acts of kindness', 'Commitment to community service']",Positive,Empowering,8,Community,stopped animal shelter today donated blanket seeing little tail wagging made day also reminded much help place need
808,"My partner forgot our anniversary. I feel really disappointed, but I also know they’ve been so stressed lately. I’m choosing to talk it out instead of holding onto this. 💔",Disappointment,"['Empathy', 'Understanding']","['Reflection on forgiveness', 'Commitment to clear communication']",Negative,Supportive,7,Relationships,partner forgot anniversary feel really disappointed also know stressed lately choosing talk instead holding onto
809,"Got a random compliment from a stranger today, and it completely turned my mood around. Just goes to show how much a small kindness can mean. 😊",Joy,"['Gratitude', 'Reflection']","['Reflection on positivity', 'Commitment to spreading kindness']",Positive,Affectionate,6,Everyday Life,got random compliment stranger today completely turned mood around go show much small kindness mean
810,"Finally hit a personal best on my run today! I’ve been working so hard for this, and it feels amazing to see the progress. 🏃‍♂️",Pride,"['Gratitude', 'Relief']","['Reflection on perseverance', 'Commitment to self-improvement']",Positive,Empowering,9,Health,finally hit personal best run today ! working hard feel amazing see progress
811,"Had to say goodbye to my childhood home today. Packing the last box felt bittersweet—it’s hard to leave, but I’m excited to see what’s next. 🏠",Sadness,"['Hope', 'Gratitude']","['Reflection on change', 'Commitment to new beginnings']",Mixed,Encouraging,8,Family,say goodbye childhood home today packing last box felt bittersweet hard leave excited see next
812,Went for a walk in the park after the rain and saw the most beautiful double rainbow. It reminded me that there’s always a little magic after the storms. 🌈,Serenity,"['Gratitude', 'Amazement']","['Reflection on resilience', 'Gratitude for natural beauty']",Positive,Reverent,8,Nature,went walk park rain saw beautiful double rainbow reminded always little magic storm
813,"Had a huge fight with my sibling today, and I said things I didn’t mean. I feel terrible about it and plan to apologize tomorrow. Family is too important to let this linger. 🙁",Regret,"['Guilt', 'Determination']","['Commitment to reconciliation', 'Reflection on relational growth']",Negative,Supportive,8,Family,huge fight sibling today said thing mean feel terrible plan apologize tomorrow family important let linger
814,"Watched a documentary on plastic waste, and now I feel so guilty about my own habits. I’m committing to cutting down on single-use plastics starting today. 🌍",Guilt,"['Determination', 'Empathy']","['Reflection on personal impact', 'Commitment to sustainability']",Negative,Activating,8,Global Issues,watched documentary plastic waste feel guilty habit committing cutting single use plastic starting today
815,"Posted my first painting online today, and I’m terrified about what people will think. But I’m also so proud of myself for putting my work out there. 🎨",Pride,"['Nervousness', 'Gratitude']","['Reflection on courage', 'Commitment to creative expression']",Positive,Encouraging,9,Creativity,posted first painting online today terrified people think also proud putting work
