text,actual_sentiment,predicted_sentiment,is_correct
"Lost my wallet while shopping today. I was panicking, but a kind stranger turned it in. It’s moments like these that remind me there’s good in the world. 👜",Positive,Positive,True
"Had to say goodbye to our family dog today after 14 amazing years. My heart feels so heavy, but I’m grateful for all the love they brought to us. 🐾💔",Mixed,Mixed,True
Spent the afternoon helping clean up the beach. Seeing the bags of trash we collected was a stark reminder of how much work still needs to be done. 🌊,Positive,Positive,True
"Watched a toddler figure out how to tie their shoes today. It took them so many tries, but when they finally got it, their face lit up. It was such a simple but inspiring moment. 👟",Positive,Positive,True
"Missed my train because I got distracted scrolling through my phone. I felt so annoyed with myself, but the extra quiet time waiting actually helped me plan my day better. 🚉",Mixed,Mixed,True
"A friend got their dream job, and I couldn’t be happier for them! But it also made me realize how much I want to push myself to reach my goals. Time to refocus. 🌟",Ambiguous,Ambiguous,True
"Dropped a whole carton of milk while unloading groceries today. For a moment, I felt so annoyed, but then I just laughed—guess I needed a reality check. 🛒",Neutral,Neutral,True
"Visited the neighborhood I grew up in and saw my old school. It made me feel so nostalgic, but also grateful for how far I’ve come since those days. 🏫",Mixed,Mixed,True
Finally reached my savings goal for a big trip I’ve been dreaming of! It feels so satisfying to see my hard work pay off. Next stop: adventure. ✈️,Positive,Positive,True
Forgot my best friend’s birthday and didn’t realize until they posted about it online. I feel so guilty and plan to make it up to them with something special. 🎂,Negative,Negative,True
"Caught myself comparing my body to someone else’s fitness post on Instagram. For a moment, it hurt, but I reminded myself I’m working at my own pace. 💪",Mixed,Mixed,True
Watched the sunrise at the beach this morning. It was so calming and reminded me of how small my worries are compared to the vastness of the world. 🌅,Positive,Positive,True
"Watched a video about food insecurity today, and it broke my heart. I feel guilty for taking things for granted, but I’m inspired to start donating more. 🍲",Negative,Negative,True
"Finally performed at a local talent show. I was shaking the whole time, but hearing the applause afterward reminded me why I love performing. 🎤",Positive,Positive,True
"Lost my favorite necklace that my mom gave me. I feel so sad about it, but I’m focusing on how much the memories mean to me more than the object itself. 💔",Mixed,Mixed,True
Spent the afternoon volunteering at a local shelter. Seeing the gratitude on people’s faces reminded me how small actions can have a big impact. 🏠,Positive,Positive,True
Watched a child at the park finally ride their bike without training wheels. Their joy was contagious—it reminded me how perseverance pays off. 🚴,Positive,Positive,True
"Had to say goodbye to my family dog today after 13 incredible years. My heart feels heavy, but I’m so grateful for the unconditional love they gave us. 🐾💔",Mixed,Mixed,True
"Missed an important deadline today because I underestimated how much work was left. I feel so frustrated with myself, but I’m already planning better ways to manage my time. 🕒",Negative,Negative,True
"Saw my friend post a video of their new puppy, and I’m so happy for them! But it also made me realize how much I miss having a pet. Someday, I’ll have one again. 🐕",Ambiguous,Ambiguous,True
"Spilled coffee all over my new book today, and I felt so annoyed. But I reminded myself it’s just a thing, and I still get to enjoy the story. ☕📖",Neutral,Neutral,True
"Visited my grandmother’s old house today. Walking through her garden made me feel so nostalgic, but also grateful for the love she poured into everything she did. 🌼",Mixed,Mixed,True
Hit a personal best on my morning run today! It feels so good to see my hard work pay off—it’s a reminder that consistency really is key. 🏃‍♀️,Positive,Positive,True
"Forgot to call my dad on his birthday this year. I feel so guilty, but I’m planning something special to make up for it this weekend. 🎂",Negative,Negative,True
"Watched my coworker nail a presentation today. I felt so proud of them, but it also made me realize I need to work on my own confidence. Time to level up! 💼",Ambiguous,Ambiguous,True
"Caught myself comparing my body to someone else’s on Instagram again. It stung for a moment, but I reminded myself that health looks different for everyone. 💪",Mixed,Mixed,True
"Watched the sunset over the mountains tonight. It reminded me how small we are, but also how connected everything feels when you pause and breathe. 🌄",Positive,Positive,True
"Watched a documentary about water scarcity today, and I felt so guilty for how much I take access to clean water for granted. I’m going to start making changes. 💧",Negative,Negative,True
"Performed my original song at a local open mic night tonight. I was terrified, but hearing people clap made it all worth it. 🎤",Positive,Positive,True
"Lost my mom’s favorite ring while cleaning today, and I feel terrible about it. But I’m trying to focus on the memories more than the object itself. 💔",Mixed,Mixed,True
"Spent the afternoon helping clean up the park. Seeing all the trash we collected was eye-opening, but it felt good to be part of something meaningful. 🌳",Positive,Positive,True
Watched a toddler finally zip up their jacket after struggling for so long. Their smile when they got it was so heartwarming—it reminded me of how much joy there is in small victories. 🧥,Positive,Positive,True
"Missed an important client call today because I mixed up the time zones. I feel so embarrassed and frustrated with myself, but I’ve already sent an apology and rescheduled. 🕒",Negative,Negative,True
Saw a post about someone celebrating 10 years at their dream job. It made me so happy for them but also reminded me how far I still feel from my own career goals. 🌟,Ambiguous,Ambiguous,True
